id,accession_number,artist,artistRole,artistId,title,dateText,medium,creditLine,year,acquisitionYear,dimensions,width,height,depth,units,inscription,thumbnailCopyright,thumbnailUrl,url
7389,A00359,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00359_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00359
7390,A00360,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00360_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00360
7391,A00361,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00361_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00361
7392,A00362,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00362_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00362
7393,A00363,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00363_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00363
7394,A00364,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00364_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00364
7395,A00365,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00365_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00365
7396,A00366,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00366_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00366
7397,A00367,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00367_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00367
7398,A00368,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00368_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00368
7399,A00369,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00369_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00369
7400,A00370,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00370_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00370
7401,A00371,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00371_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00371
7402,A00372,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00372_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00372
7403,A00373,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00373_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00373
7404,A00374,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00374_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00374
7405,A00375,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00375_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00375
7406,A00376,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00376_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00376
7407,A00377,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00377_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00377
7408,A00378,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00378_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00378
7409,A00379,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00379_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00379
7410,A00380,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00380_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00380
7411,A00381,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00381_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00381
7412,A00382,"Jones, George",artist,300,[title not known],date not known,"Ink, graphite and watercolour on paper",Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00382_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00382
7413,A00383,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00383_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00383
7414,A00384,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00384_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00384
7415,A00385,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00385_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00385
7416,A00386,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00386_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00386
7417,A00387,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00387_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00387
7418,A00388,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00388_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00388
7419,A00389,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00389_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00389
7420,A00390,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00390_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00390
7421,A00391,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00391_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00391
7422,A00392,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00392_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00392
7423,A00393,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00393_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00393
7424,A00394,"Jones, George",artist,300,[title not known],date not known,Ink on paper ,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00394_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00394
7425,A00395,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00395_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00395
7426,A00396,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00396_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00396
7427,A00397,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00397_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00397
7428,A00398,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00398_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00398
7429,A00399,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00399_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00399
7430,A00400,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00400_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00400
7431,A00401,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00401_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00401
7432,A00402,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00402_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00402
7433,A00403,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00403_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00403
7434,A00404,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00404_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00404
7435,A00405,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00405_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00405
7436,A00406,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00406_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00406
7437,A00407,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00407_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00407
7438,A00408,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00408_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00408
7439,A00409,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00409_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00409
7440,A00410,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00410_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00410
7441,A00411,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00411_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00411
7442,A00412,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00412_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00412
7443,A00413,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00413_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00413
7444,A00414,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00414_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00414
7445,A00415,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00415_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00415
7446,A00416,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00416_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00416
7447,A00417,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00417_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00417
7448,A00418,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00418_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00418
7449,A00419,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00419_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00419
7450,A00420,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00420_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00420
7451,A00421,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00421_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00421
7452,A00422,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00422_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00422
7453,A00423,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00423_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00423
7454,A00424,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00424_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00424
7455,A00425,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00425_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00425
7456,A00426,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00426_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00426
7457,A00427,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00427_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00427
7458,A00428,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00428_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00428
7459,A00429,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00429_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00429
7460,A00430,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00430_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00430
7461,A00431,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00431_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00431
7462,A00432,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00432_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00432
7463,A00433,"Jones, George",artist,300,[title not known],date not known,Ink and graphite on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00433_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00433
7464,A00434,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00434_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00434
7465,A00435,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00435_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00435
7466,A00436,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00436_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00436
7467,A00437,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00437_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00437
7468,A00438,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00438_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00438
7469,A00439,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00439_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00439
7470,A00440,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00440_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00440
7471,A00441,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00441_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00441
7472,A00442,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00442_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00442
7473,A00443,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00443_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00443
7474,A00444,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00444_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00444
7475,A00445,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00445_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00445
7476,A00446,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00446_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00446
7477,A00447,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00447_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00447
7478,A00448,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00448_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00448
7479,A00449,"Jones, George",artist,300,[title not known],date not known,Graphite and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00449_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00449
7480,A00450,"Jones, George",artist,300,[title not known],date not known,Graphite and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00450_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00450
7481,A00451,"Jones, George",artist,300,[title not known],date not known,Ink and graphite on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00451_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00451
7482,A00452,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00452_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00452
7483,A00453,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00453_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00453
7484,A00454,"Jones, George",artist,300,[title not known],date not known,"Ink, graphite and watercolour on paper",Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00454_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00454
7485,A00455,"Jones, George",artist,300,[title not known],date not known,Ink and graphite on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00455_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00455
7486,A00456,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00456_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00456
7487,A00457,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00457_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00457
7488,A00458,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00458_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00458
7489,A00459,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00459_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00459
7490,A00460,"Jones, George",artist,300,[title not known],date not known,Watercolour and graphite on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00460_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00460
7491,A00461,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00461_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00461
7492,A00462,"Jones, George",artist,300,[title not known],date not known,Watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00462_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00462
7493,A00463,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00463_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00463
7494,A00464,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00464_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00464
7495,A00465,"Jones, George",artist,300,[title not known],date not known,"Ink, graphite and watercolour on paper. Verso: graphite on paper",Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00465_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00465
7496,A00466,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00466_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00466
7497,A00467,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00467_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00467
7498,A00468,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00468_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00468
7499,A00469,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00469_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00469
